Date,Geo,Confirmed,Deaths,Recovered,Hospitalizations,ICU,Tested,Positivity,Vaccinated,Vaccinated 2,Vac Distributed,Total variants,Variant B.1.1.7,Variant B.1.351,Variant P.1,Variant Nigeria,Variant unknown,Variant B.1.617
2020-02-27,Bas-Saint-Laurent,0,0,0,0,0,0,0,0,0
2020-02-27,Saguenay–Lac-Saint-Jean,0,0,0,0,0,1,0,0,0
2020-02-27,Capitale Nationale,0,0,0,0,0,11,0.00,0,0
2020-02-27,Mauricie - Centre du Québec,0,0,0,0,0,2,0,0,0
2020-02-27,Estrie,0,0,0,0,0,2,0.00,0,0
2020-02-27,Montréal,1,0,0,0,0,47,0.00,0,0
2020-02-27,Outaouais,0,0,0,0,0,2,0,0,0
2020-02-27,Abitibi-Temiscamingue,0,0,0,0,0,0,0,0,0
2020-02-27,Côte-Nord,0,0,0,0,0,0,0,0,0
2020-02-27,Nord-du-Québec,0,0,0,0,0,0,0,0,0
2020-02-27,Gaspésie-Îles-de-la-Madeleine,0,0,0,0,0,1,0,0,0
2020-02-27,Chaudière-Appalaches,0,0,0,0,0,1,0,0,0
2020-02-27,Laval,0,0,0,0,0,3,0.00,0,0
2020-02-27,Lanaudière,0,0,0,0,0,0,0,0,0
2020-02-27,Laurentides,0,0,0,0,0,6,0.00,0,0
2020-02-27,Montérégie,0,0,0,0,0,14,0.00,0,0
2020-02-28,Bas-Saint-Laurent,0,0,0,0,0,0,0,0,0
2020-02-28,Saguenay–Lac-Saint-Jean,0,0,0,0,0,1,0,0,0
2020-02-28,Capitale Nationale,0,0,0,0,0,13,0.00,0,0
2020-02-28,Mauricie - Centre du Québec,0,0,0,0,0,2,0,0,0
2020-02-28,Estrie,0,0,0,0,0,2,0,0,0
2020-02-28,Montréal,1,0,0,0,0,53,0.00,0,0
2020-02-28,Outaouais,0,0,0,0,0,3,0.00,0,0
2020-02-28,Abitibi-Temiscamingue,0,0,0,0,0,0,0,0,0
2020-02-28,Côte-Nord,0,0,0,0,0,0,0,0,0
2020-02-28,Nord-du-Québec,0,0,0,0,0,0,0,0,0
2020-02-28,Gaspésie-Îles-de-la-Madeleine,0,0,0,0,0,1,0,0,0
2020-02-28,Chaudière-Appalaches,0,0,0,0,0,2,0.00,0,0
2020-02-28,Laval,0,0,0,0,0,3,0,0,0
2020-02-28,Lanaudière,0,0,0,0,0,0,0,0,0
2020-02-28,Laurentides,0,0,0,0,0,6,0,0,0
2020-02-28,Montérégie,0,0,0,0,0,17,0.00,0,0
2020-02-29,Bas-Saint-Laurent,0,0,0,0,0,0,0,0,0
2020-02-29,Saguenay–Lac-Saint-Jean,0,0,0,0,0,1,0,0,0
2020-02-29,Capitale Nationale,0,0,0,0,0,16,0.00,0,0
2020-02-29,Mauricie - Centre du Québec,0,0,0,0,0,2,0,0,0
2020-02-29,Estrie,0,0,0,0,0,2,0,0,0
2020-02-29,Montréal,1,0,0,0,0,61,0.00,0,0
2020-02-29,Outaouais,0,0,0,0,0,3,0,0,0
2020-02-29,Abitibi-Temiscamingue,0,0,0,0,0,0,0,0,0
2020-02-29,Côte-Nord,0,0,0,0,0,0,0,0,0
2020-02-29,Nord-du-Québec,0,0,0,0,0,0,0,0,0
2020-02-29,Gaspésie-Îles-de-la-Madeleine,0,0,0,0,0,1,0,0,0
2020-02-29,Chaudière-Appalaches,0,0,0,0,0,3,0.00,0,0
2020-02-29,Laval,0,0,0,0,0,5,0.00,0,0
2020-02-29,Lanaudière,0,0,0,0,0,1,0.00,0,0
2020-02-29,Laurentides,0,0,0,0,0,6,0,0,0
2020-02-29,Montérégie,0,0,0,0,0,19,0.00,0,0
2020-03-01,Bas-Saint-Laurent,0,0,0,0,0,0,0,0,0
2020-03-01,Saguenay–Lac-Saint-Jean,0,0,0,0,0,2,0.00,0,0
2020-03-01,Capitale Nationale,0,0,0,0,0,16,0,0,0
2020-03-01,Mauricie - Centre du Québec,0,0,0,0,0,3,0.00,0,0
2020-03-01,Estrie,0,0,0,0,0,2,0,0,0
2020-03-01,Montréal,1,0,0,0,0,73,0.00,0,0
2020-03-01,Outaouais,0,0,0,0,0,3,0,0,0
2020-03-01,Abitibi-Temiscamingue,0,0,0,0,0,0,0,0,0
2020-03-01,Côte-Nord,0,0,0,0,0,0,0,0,0
2020-03-01,Nord-du-Québec,0,0,0,0,0,0,0,0,0
2020-03-01,Gaspésie-Îles-de-la-Madeleine,0,0,0,0,0,1,0,0,0
2020-03-01,Chaudière-Appalaches,0,0,0,0,0,3,0,0,0
2020-03-01,Laval,0,0,0,0,0,7,0.00,0,0
